g_id,g_level,g_maxTick,g_seed,g_size,p1_id,p1_version,p1_lastTick,p1_score,p2_id,p2_version,p2_lastTick,p2_score,p3_id,p3_version,p3_lastTick,p3_score,p4_id,p4_version,p4_lastTick,p4_score
1637330504,3,1000,297,19,1,local@150,9999,1248,2,local@150,382,787.0079956054688,3,final_v7b@150,446,884.2239990234375,4,final_v7b@150,446,944.2239990234375
1637330579,4,1000,675,21,1,local@150,9999,1302,2,local@150,309,958.4959716796875,3,final_v7b@150,458,1151.9520263671875,4,final_v7b@150,458,1471.9520263671875
1637330657,8,1200,68,21,1,local@150,449,353.8800048828125,2,local@150,330,359.6000061035156,3,final_v7b@150,502,756.239990234375,4,final_v7b@150,502,632.239990234375
1637330538,8,1200,973,21,1,local@150,605,736.5999755859375,2,local@150,891,1098.9200439453125,3,final_v7b@150,932,1295.8399658203125,4,final_v7b@150,932,1247.8399658203125
1637330691,6,900,429,21,1,local@150,9999,996,2,local@150,259,977.4400024414062,3,final_v7b@150,203,920.47998046875,4,final_v7b@150,239,854.239990234375
1637330736,9,1000,574,21,1,local@150,9999,1032,2,local@150,308,616.3519897460938,3,final_v7b@150,342,613.2479858398438,4,final_v7b@150,342,617.2479858398438
1637330518,4,1000,574,21,1,local@150,545,1528.47998046875,2,local@150,9999,1592,3,final_v7b@150,399,877.4559936523438,4,final_v7b@150,400,931.5999755859375
1637330609,10,800,79,15,1,local@150,142,481.55999755859375,2,local@150,289,768.02001953125,3,final_v7b@150,142,205.55999755859375,4,final_v7b@150,9999,964
1637330527,5,850,326,17,1,local@150,135,306.8705749511719,2,local@150,135,354.8705749511719,3,final_v7b@150,745,1254.2117919921875,4,final_v7b@150,9999,1568
1637330619,10,800,427,15,1,local@150,230,609.4000244140625,2,local@150,230,573.4000244140625,3,final_v7b@150,859,1508,4,final_v7b@150,859,1204
1637330727,8,1200,116,21,1,local@150,9999,1486,2,local@150,939,1354.6800537109375,3,final_v7b@150,313,463.55999755859375,4,final_v7b@150,313,451.55999755859375
1637330512,7,800,142,21,1,local@150,361,1391.97998046875,2,local@150,9999,1519,3,final_v7b@150,289,973.02001953125,4,final_v7b@150,358,1349.43994140625
1637330573,8,1200,886,21,1,local@150,9999,1502,2,local@150,1025,1673,3,final_v7b@150,426,505.1199951171875,4,final_v7b@150,426,529.1199951171875
1637330735,7,800,281,21,1,local@150,9999,1150,2,local@150,198,953.6400146484375,3,final_v7b@150,186,717.47998046875,4,final_v7b@150,198,815.6400146484375
1637330502,3,1000,8,19,1,local@150,276,979.7440185546875,2,local@150,212,726.5280151367188,3,final_v7b@150,9999,832,4,final_v7b@150,276,747.7440185546875
1637330550,7,800,923,21,1,local@150,9999,2308,2,local@150,536,1942.47998046875,3,final_v7b@150,451,1285.1800537109375,4,final_v7b@150,451,1279.1800537109375
1637330641,2,900,418,9,1,local@150,515,1120.4000244140625,2,local@150,515,1168.4000244140625,3,final_v7b@150,243,410.8800048828125,4,final_v7b@150,243,410.8800048828125
1637330564,9,1000,418,21,1,local@150,611,1217.9840087890625,2,local@150,486,815.9840087890625,3,final_v7b@150,377,782.2880249023438,4,final_v7b@150,611,1195.9840087890625
1637330664,4,1000,512,21,1,local@150,616,1858.7039794921875,2,local@150,616,1726.7039794921875,3,final_v7b@150,310,860.6400146484375,4,final_v7b@150,404,1126.176025390625
1637330515,9,1000,36,21,1,local@150,9999,1336,2,local@150,410,723.0399780273438,3,final_v7b@150,616,1332.7039794921875,4,final_v7b@150,616,1308.7039794921875
1637330617,3,1000,529,19,1,local@150,9999,1500,2,local@150,487,1126.1280517578125,3,final_v7b@150,347,809.968017578125,4,final_v7b@150,347,857.968017578125
1637330698,6,900,429,21,1,local@150,281,983.9600219726562,2,local@150,214,535.239990234375,3,final_v7b@150,214,871.239990234375,4,final_v7b@150,281,1431.9599609375
1637330522,7,800,422,21,1,local@150,497,1973.4599609375,2,local@150,497,2095.4599609375,3,final_v7b@150,165,593.7000122070312,4,final_v7b@150,173,645.1400146484375
1637330602,10,800,835,15,1,local@150,9999,1410,2,local@150,246,688.280029296875,3,final_v7b@150,373,627.1400146484375,4,final_v7b@150,294,354.9200134277344
1637330665,10,800,658,15,1,local@150,398,1081.6400146484375,2,local@150,398,971.6400146484375,3,final_v7b@150,648,1226.6400146484375,4,final_v7b@150,648,1160.6400146484375
1637330661,3,1000,517,19,1,local@150,281,910.4639892578125,2,local@150,9999,1180,3,final_v7b@150,216,671.10400390625,4,final_v7b@150,216,689.10400390625
1637330709,6,900,168,21,1,local@150,9999,1000,2,local@150,173,747.6799926757812,3,final_v7b@150,173,637.6799926757812,4,final_v7b@150,173,565.6799926757812
1637330740,9,1000,583,21,1,local@150,9999,1176,2,local@150,268,590.5919799804688,3,final_v7b@150,601,914.5440063476562,4,final_v7b@150,601,914.5440063476562
1637330534,8,1200,89,21,1,local@150,350,450,2,local@150,350,348,3,final_v7b@150,663,1039.56005859375,4,final_v7b@150,663,985.5599975585938
1637330629,9,1000,567,21,1,local@150,275,667.5999755859375,2,local@150,275,607.5999755859375,3,final_v7b@150,305,761.9199829101562,4,final_v7b@150,305,733.9199829101562
