g_id,g_level,g_maxTick,g_seed,g_size,p1_id,p1_version,p1_lastTick,p1_score,p2_id,p2_version,p2_lastTick,p2_score,p3_id,p3_version,p3_lastTick,p3_score,p4_id,p4_version,p4_lastTick,p4_score
1637082224,3,1000,973,19,1,final_v1@600,1093,2379,2,final_v2@600,1093,2305,3,final_v3@600,1093,2351,4,local@600,1093,2373
1637082741,4,1000,429,21,1,final_v1@600,1112,2256,2,final_v2@600,1112,2652,3,final_v3@600,1111,1918,4,local@600,1111,2318
1637083282,8,1200,574,21,1,final_v1@600,1312,2025,2,final_v2@600,1311,2097,3,final_v3@600,1312,2187,4,local@600,1312,2331
1637083845,8,1200,79,21,1,final_v1@600,1312,2289,2,final_v2@600,1312,2145,3,final_v3@600,1312,2331,4,local@600,1312,2355
1637084401,6,900,737,21,1,final_v1@600,475,1346,2,final_v2@600,1011,2658,3,final_v3@600,1012,2178,4,local@600,1012,2822
1637084884,9,1000,326,21,1,final_v1@600,1111,2312,2,final_v2@600,1112,1896,3,final_v3@600,1112,1972,4,local@600,1112,1948
1637082210,4,1000,326,21,1,final_v1@600,1111,2488,2,final_v2@600,1112,2410,3,final_v3@600,1112,2354,4,local@600,1112,2396
1637082749,10,800,427,15,1,final_v1@600,858,1793,2,final_v2@600,859,1831,3,final_v3@600,859,1923,4,local@600,859,1929
1637083135,5,850,116,17,1,final_v1@600,924,1780,2,final_v2@600,924,1526,3,final_v3@600,924,1438,4,local@600,924,1608
1637083545,10,800,142,15,1,final_v1@600,859,1936,2,final_v2@600,858,1980,3,final_v3@600,858,2038,4,local@600,859,2106
1637083928,8,1200,886,21,1,final_v1@600,1312,2278,2,final_v2@600,1312,2176,3,final_v3@600,1312,2382,4,local@600,1312,2140
1637082263,7,800,8,21,1,final_v1@600,288,1479.8399658203125,2,final_v2@600,9999,2514,3,final_v3@600,911,2690,4,local@600,294,1430.9200439453125
1637082719,8,1200,923,21,1,final_v1@600,1311,2538,2,final_v2@600,1312,2740,3,final_v3@600,1312,2434,4,local@600,1312,2452
1637083283,7,800,418,21,1,final_v1@600,911,2954,2,final_v2@600,911,2564,3,final_v3@600,911,2570,4,local@600,911,2568
1637083754,3,1000,512,19,1,final_v1@600,1093,2621,2,final_v2@600,1093,2103,3,final_v3@600,1093,2279,4,local@600,1093,2429
1637084263,7,800,655,21,1,final_v1@600,912,2638,2,final_v2@600,286,1333.47998046875,3,final_v3@600,912,2668,4,local@600,912,2704
1637084719,2,900,36,9,1,final_v1@600,921,2200,2,final_v2@600,922,2302,3,final_v3@600,922,2316,4,local@600,922,2230
1637082229,9,1000,36,21,1,final_v1@600,1111,2253,2,final_v2@600,1112,2337,3,final_v3@600,1112,2437,4,local@600,1112,2309
1637082741,4,1000,529,21,1,final_v1@600,1111,2486,2,final_v2@600,1112,2410,3,final_v3@600,1112,2498,4,local@600,1112,2482
1637083274,9,1000,429,21,1,final_v1@600,1111,1927,2,final_v2@600,1112,2071,3,final_v3@600,1112,2083,4,local@600,1112,2043
1637083768,3,1000,422,19,1,final_v1@600,1093,2868,2,final_v2@600,1093,2156,3,final_v3@600,1093,2170,4,local@600,758,1791.1519775390625
1637084277,6,900,835,21,1,final_v1@600,1011,2354,2,final_v2@600,1012,2540,3,final_v3@600,1012,2322,4,local@600,1012,2360
1637082286,7,800,517,21,1,final_v1@600,909,1860,2,final_v2@600,910,2682,3,final_v3@600,911,2670,4,local@600,911,2288
1637082740,10,800,168,15,1,final_v1@600,858,1725,2,final_v2@600,859,2017,3,final_v3@600,859,1657,4,local@600,558,1201.43994140625
1637083134,10,800,583,15,1,final_v1@600,859,2047,2,final_v2@600,859,1797,3,final_v3@600,859,1869,4,local@600,859,1919
