g_id,g_level,g_maxTick,g_seed,g_size,p1_id,p1_version,p1_lastTick,p1_score,p2_id,p2_version,p2_lastTick,p2_score,p3_id,p3_version,p3_lastTick,p3_score,p4_id,p4_version,p4_lastTick,p4_score
1637475888,3,1000,297,19,1,local@200,1091,1157,2,local@200,1091,1169,3,final_v8@200,1091,1121,4,final_v8@200,1091,1161
1637476124,4,1000,675,21,1,local@200,702,1565.0880126953125,2,local@200,702,1639.0880126953125,3,final_v8@200,512,1199.72802734375,4,final_v8@200,9999,1852
1637476278,8,1200,68,21,1,local@200,670,612.4000244140625,2,local@200,508,600.9600219726562,3,final_v8@200,508,552.9600219726562,4,final_v8@200,670,848.4000244140625
1637475874,8,1200,973,21,1,local@200,732,855.8400268554688,2,local@200,669,898.280029296875,3,final_v8@200,732,1047.8399658203125,4,final_v8@200,669,654.280029296875
1637476032,6,900,429,21,1,local@200,9999,2078,2,local@200,765,1000.4000244140625,3,final_v8@200,825,2116,4,final_v8@200,765,1398.4000244140625
1637476210,9,1000,574,21,1,local@200,431,718.0640258789062,2,local@200,431,682.0640258789062,3,final_v8@200,438,879.072021484375,4,final_v8@200,438,779.072021484375
1637475909,4,1000,574,21,1,local@200,726,1356.5439453125,2,local@200,9999,1794,3,final_v8@200,586,1498.384033203125,4,final_v8@200,522,943.16796875
1637476066,10,800,79,15,1,local@200,732,1263.760009765625,2,local@200,732,1407.760009765625,3,final_v8@200,438,966.8400268554688,4,final_v8@200,9999,1252
1637475885,5,850,326,17,1,local@200,773,1330.955322265625,2,local@200,773,1330.955322265625,3,final_v8@200,9999,1512,4,final_v8@200,531,941.9576416015625
1637476052,10,800,427,15,1,local@200,859,1510,2,local@200,859,1510,3,final_v8@200,859,1608,4,final_v8@200,859,1672
1637476239,8,1200,116,21,1,local@200,500,520,2,local@200,751,1234.1199951171875,3,final_v8@200,9999,1464,4,final_v8@200,500,512
1637475876,7,800,142,21,1,local@200,360,1152.800048828125,2,local@200,458,1814.43994140625,3,final_v8@200,402,1236.3599853515625,4,final_v8@200,9999,1792
1637475976,8,1200,886,21,1,local@200,296,239.52000427246094,2,local@200,757,776.8399658203125,3,final_v8@200,1080,1121.5999755859375,4,final_v8@200,1080,1007.5999755859375
1637476205,7,800,281,21,1,local@200,289,1123.02001953125,2,local@200,289,1093.02001953125,3,final_v8@200,289,1027.02001953125,4,final_v8@200,289,1081.02001953125
1637475888,3,1000,8,19,1,local@200,542,1138.0479736328125,2,local@200,542,1072.0479736328125,3,final_v8@200,542,1060.0479736328125,4,final_v8@200,519,830.7360229492188
