g_id,g_level,g_maxTick,g_seed,g_size,p1_id,p1_version,p1_lastTick,p1_score,p2_id,p2_version,p2_lastTick,p2_score,p3_id,p3_version,p3_lastTick,p3_score,p4_id,p4_version,p4_lastTick,p4_score
1636958031,3,1000,973,19,1,final_v2b@600,1092,1941,2,final_v2@600,1091,2085,3,final_v1@600,1092,1565,4,semifinal@600,1091,2017
1636958562,4,1000,429,21,1,final_v2b@600,1112,2012,2,final_v2@600,1112,2052,3,final_v1@600,1111,2556,4,semifinal@600,1112,1840
1636959130,8,1200,574,21,1,final_v2b@600,1307,2104,2,final_v2@600,1307,2128,3,final_v1@600,1310,1836,4,semifinal@600,9999,1356
1636959720,8,1200,79,21,1,final_v2b@600,1310,2152,2,final_v2@600,1311,1848,3,final_v1@600,1312,1684,4,semifinal@600,1312,1084
1636960317,6,900,737,21,1,final_v2b@600,1012,2839,2,final_v2@600,1012,2725,3,final_v1@600,1011,2445,4,semifinal@600,503,1227.47998046875
1636960784,9,1000,326,21,1,final_v2b@600,1110,1979,2,final_v2@600,1112,2021,3,final_v1@600,1112,1677,4,semifinal@600,1111,1199
1636958028,4,1000,326,21,1,final_v2b@600,277,901.8880004882812,2,final_v2@600,1112,2820,3,final_v1@600,306,1146.06396484375,4,semifinal@600,1112,2740
1636958591,10,800,427,15,1,final_v2b@600,858,1608,2,final_v2@600,858,1574,3,final_v1@600,858,1792,4,semifinal@600,9999,834
1636958999,5,850,116,17,1,final_v2b@600,924,1764,2,final_v2@600,923,1530,3,final_v1@600,922,1296,4,semifinal@600,924,1122
1636959434,10,800,142,15,1,final_v2b@600,859,2080,2,final_v2@600,859,1894,3,final_v1@600,859,1882,4,semifinal@600,859,948
1636959851,8,1200,886,21,1,final_v2b@600,1312,2248,2,final_v2@600,1307,1864,3,final_v1@600,1312,1524,4,semifinal@600,1312,1164
1636958013,7,800,8,21,1,final_v2b@600,364,1323.52001953125,2,final_v2@600,910,2570,3,final_v1@600,911,2760,4,semifinal@600,911,2516
1636958499,8,1200,923,21,1,final_v2b@600,1310,2118,2,final_v2@600,1312,1814,3,final_v1@600,1312,1540,4,semifinal@600,1312,1164
1636959099,7,800,418,21,1,final_v2b@600,912,2034,2,final_v2@600,912,2626,3,final_v1@600,912,2450,4,semifinal@600,911,2790
1636959598,3,1000,512,19,1,final_v2b@600,9999,2280,2,final_v2@600,1092,2232,3,final_v1@600,1091,2046,4,semifinal@600,1092,1866
1636960140,7,800,655,21,1,final_v2b@600,911,2051,2,final_v2@600,912,2491,3,final_v1@600,912,2475,4,semifinal@600,910,2355
1636960627,2,900,36,9,1,final_v2b@600,921,1622,2,final_v2@600,922,1882,3,final_v1@600,922,1774,4,semifinal@600,921,1370
1636958020,9,1000,36,21,1,final_v2b@600,1111,1670,2,final_v2@600,1111,1812,3,final_v1@600,1111,1798,4,semifinal@600,9999,1492
1636958552,4,1000,529,21,1,final_v2b@600,1111,2164,2,final_v2@600,1110,2184,3,final_v1@600,1112,2208,4,semifinal@600,1112,1776
1636959120,9,1000,429,21,1,final_v2b@600,1112,2075,2,final_v2@600,1112,1499,3,final_v1@600,1111,1623,4,semifinal@600,1111,1151
1636959648,3,1000,422,19,1,final_v2b@600,1087,2044,2,final_v2@600,1091,2058,3,final_v1@600,1091,2020,4,semifinal@600,1090,1726
1636960183,6,900,835,21,1,final_v2b@600,1012,2461,2,final_v2@600,1012,2331,3,final_v1@600,1011,2467,4,semifinal@600,1012,1585
1636958026,7,800,517,21,1,final_v2b@600,910,1630,2,final_v2@600,912,2844,3,final_v1@600,912,2354,4,semifinal@600,911,2572
1636958518,10,800,168,15,1,final_v2b@600,858,1844,2,final_v2@600,856,1398,3,final_v1@600,857,1642,4,semifinal@600,858,960
1636958938,10,800,583,15,1,final_v2b@600,857,1720,2,final_v2@600,858,1646,3,final_v1@600,9999,1588,4,semifinal@600,857,1158
1636959348,3,1000,89,19,1,final_v2b@600,1093,2352,2,final_v2@600,1093,2400,3,final_v1@600,1093,1944,4,semifinal@600,1093,1920
1636959883,6,900,567,21,1,final_v2b@600,1010,2314,2,final_v2@600,1012,2372,3,final_v1@600,1012,2116,4,semifinal@600,1010,2154
1636960411,9,1000,926,21,1,final_v2b@600,1110,2121,2,final_v2@600,1110,2199,3,final_v1@600,9999,1647,4,semifinal@600,1109,1293
1636958014,8,1200,926,21,1,final_v2b@600,1312,2036,2,final_v2@600,1312,2080,3,final_v1@600,1312,1802,4,semifinal@600,1311,1222
