g_id,g_level,g_maxTick,g_seed,g_size,p1_id,p1_version,p1_lastTick,p1_score,p2_id,p2_version,p2_lastTick,p2_score,p3_id,p3_version,p3_lastTick,p3_score,p4_id,p4_version,p4_lastTick,p4_score
1637161465,3,1000,973,19,1,final_v2@600,1093,1909,2,final_v3@600,1093,2197,3,final_v4@600,1093,2573,4,local@600,1093,2621
1637161986,4,1000,429,21,1,final_v2@600,1111,2629,2,final_v3@600,1112,2549,3,final_v4@600,1112,2209,4,local@600,1112,2685
1637162532,8,1200,574,21,1,final_v2@600,434,852.0800170898438,2,final_v3@600,1312,2128,3,final_v4@600,1312,2134,4,local@600,1311,2154
1637163114,8,1200,79,21,1,final_v2@600,1312,2391,2,final_v3@600,1312,2661,3,final_v4@600,1312,2655,4,local@600,1312,2445
1637163685,6,900,737,21,1,final_v2@600,499,1662.8399658203125,2,final_v3@600,9999,2239,3,final_v4@600,270,978.2000122070312,4,local@600,359,1316.43994140625
1637163954,9,1000,326,21,1,final_v2@600,1112,1760,2,final_v3@600,1112,2146,3,final_v4@600,1112,2078,4,local@600,1111,1600
1637161478,4,1000,326,21,1,final_v2@600,675,1726.199951171875,2,final_v3@600,1112,2153,3,final_v4@600,1112,2583,4,local@600,1112,2619
1637162020,10,800,427,15,1,final_v2@600,859,1851,2,final_v3@600,859,1883,3,final_v4@600,859,1887,4,local@600,859,1871
1637162416,5,850,116,17,1,final_v2@600,352,814.6329345703125,2,final_v3@600,924,1725,3,final_v4@600,924,1725,4,local@600,924,1667
1637162839,10,800,142,15,1,final_v2@600,690,1604.199951171875,2,final_v3@600,857,1774,3,final_v4@600,857,1942,4,local@600,9999,1728
1637163234,8,1200,886,21,1,final_v2@600,404,692.47998046875,2,final_v3@600,1312,2016,3,final_v4@600,1312,1902,4,local@600,1312,2014
1637161539,7,800,8,21,1,final_v2@600,382,1227.760009765625,2,final_v3@600,9999,2289,3,final_v4@600,422,2268.9599609375,4,local@600,430,2124.39990234375
1637161805,8,1200,923,21,1,final_v2@600,1312,3457,2,final_v3@600,1312,3481,3,final_v4@600,1312,3517,4,local@600,1312,3621
1637162394,7,800,418,21,1,final_v2@600,912,2350,2,final_v3@600,912,2926,3,final_v4@600,912,2780,4,local@600,912,2756
1637162879,3,1000,512,19,1,final_v2@600,1093,2107,2,final_v3@600,1093,2275,3,final_v4@600,1093,2587,4,local@600,1093,2175
1637163400,7,800,655,21,1,final_v2@600,910,1862,2,final_v3@600,912,2480,3,final_v4@600,911,2582,4,local@600,912,2576
1637163869,2,900,36,9,1,final_v2@600,921,2208,2,final_v3@600,921,2288,3,final_v4@600,921,2174,4,local@600,9999,2178
1637161529,9,1000,36,21,1,final_v2@600,1112,2008,2,final_v3@600,1112,2168,3,final_v4@600,1112,2018,4,local@600,1112,2074
1637162017,4,1000,529,21,1,final_v2@600,1111,2740,2,final_v3@600,1112,2244,3,final_v4@600,1112,2590,4,local@600,1112,2654
1637162573,9,1000,429,21,1,final_v2@600,1111,2338,2,final_v3@600,1112,2178,3,final_v4@600,1112,2164,4,local@600,1112,2260
1637163078,3,1000,422,19,1,final_v2@600,1092,1870,2,final_v3@600,258,635.1519775390625,3,final_v4@600,258,949.1519775390625,4,local@600,1092,2020
1637163591,6,900,835,21,1,final_v2@600,1012,2642,2,final_v3@600,1012,2636,3,final_v4@600,135,351.6000061035156,4,local@600,1012,2564
1637161476,7,800,517,21,1,final_v2@600,910,2030,2,final_v3@600,912,2778,3,final_v4@600,912,2622,4,local@600,911,2550
1637161958,10,800,168,15,1,final_v2@600,858,2164,2,final_v3@600,858,2108,3,final_v4@600,348,934.6400146484375,4,local@600,9999,2124
1637162347,10,800,583,15,1,final_v2@600,859,1704,2,final_v3@600,859,1760,3,final_v4@600,859,1778,4,local@600,859,1766
1637162739,3,1000,89,19,1,final_v2@600,1093,2755,2,final_v3@600,1093,2613,3,final_v4@600,1093,2845,4,local@600,263,1092.8719482421875
