g_id,g_level,g_maxTick,g_seed,g_size,p1_id,p1_version,p1_lastTick,p1_score,p2_id,p2_version,p2_lastTick,p2_score,p3_id,p3_version,p3_lastTick,p3_score,p4_id,p4_version,p4_lastTick,p4_score
1637181526,7,800,8,21,1,final_v2@600,454,2046.719970703125,2,final_v3@600,395,1620.0999755859375,3,final_v4@600,9999,2469,4,local@600,390,1751.199951171875
1637181810,8,1200,923,21,1,final_v2@600,1129,2217.47998046875,2,final_v3@600,1312,2244,3,final_v4@600,1312,2334,4,local@600,1312,2252
1637182359,7,800,418,21,1,final_v2@600,912,2763,2,final_v3@600,912,2625,3,final_v4@600,503,1851.5400390625,4,local@600,912,2787
1637182852,3,1000,512,19,1,final_v2@600,1093,2290,2,final_v3@600,1092,2468,3,final_v4@600,1092,2356,4,local@600,1093,2698
1637183376,7,800,655,21,1,final_v2@600,635,1585.300048828125,2,final_v3@600,591,2341.3798828125,3,final_v4@600,912,2829,4,local@600,912,2837
1637183836,2,900,36,9,1,final_v2@600,444,1136.0400390625,2,final_v3@600,364,1035.239990234375,3,final_v4@600,589,1397.239990234375,4,local@600,9999,1747
