g_id,g_level,g_maxTick,g_seed,g_size,p1_id,p1_version,p1_lastTick,p1_score,p2_id,p2_version,p2_lastTick,p2_score,p3_id,p3_version,p3_lastTick,p3_score,p4_id,p4_version,p4_lastTick,p4_score
1637049847,3,1000,973,19,1,final_v3@600,1093,3102,2,final_v3@600,1093,3102,3,final_v3@600,1093,3102,4,local@600,1093,3102
1637050406,4,1000,429,21,1,final_v3@600,1112,3012,2,final_v3@600,1112,2964,3,final_v3@600,1112,2952,4,local@600,1112,2976
1637051017,8,1200,574,21,1,final_v3@600,1312,3055,2,final_v3@600,1312,3085,3,final_v3@600,1312,3097,4,local@600,1312,3123
1637051612,8,1200,79,21,1,final_v3@600,1312,3345,2,final_v3@600,1312,3345,3,final_v3@600,1312,3405,4,local@600,1312,3489
1637052215,6,900,737,21,1,final_v3@600,1012,2424,2,final_v3@600,1012,2652,3,final_v3@600,1012,2796,4,local@600,1012,2832
1637052675,9,1000,326,21,1,final_v3@600,1112,2892,2,final_v3@600,1112,2752,3,final_v3@600,1112,2908,4,local@600,1112,2872
1637049864,4,1000,326,21,1,final_v3@600,1112,3085,2,final_v3@600,1112,3037,3,final_v3@600,1112,3025,4,local@600,1112,3093
1637050451,10,800,427,15,1,final_v3@600,859,2772,2,final_v3@600,859,2752,3,final_v3@600,859,2824,4,local@600,859,2800
1637050857,5,850,116,17,1,final_v3@600,345,622.4470825195312,2,final_v3@600,924,1608,3,final_v3@600,924,1776,4,local@600,924,1584
1637051270,10,800,142,15,1,final_v3@600,859,2859,2,final_v3@600,859,2759,3,final_v3@600,859,2831,4,local@600,859,2819
1637051698,8,1200,886,21,1,final_v3@600,1312,3633,2,final_v3@600,1312,3633,3,final_v3@600,1312,3693,4,local@600,1312,3777
1637049821,7,800,8,21,1,final_v3@600,912,2767,2,final_v3@600,912,3079,3,final_v3@600,912,2975,4,local@600,912,2939
1637050304,8,1200,923,21,1,final_v3@600,1312,3636,2,final_v3@600,1312,3624,3,final_v3@600,1312,3696,4,local@600,1312,3684
1637050887,7,800,418,21,1,final_v3@600,912,2646,2,final_v3@600,912,3264,3,final_v3@600,912,3204,4,local@600,912,3258
1637051461,3,1000,512,19,1,final_v3@600,1093,3048,2,final_v3@600,1093,3048,3,final_v3@600,1093,3048,4,local@600,1093,3120
1637052019,7,800,655,21,1,final_v3@600,912,1974,2,final_v3@600,912,2858,3,final_v3@600,912,2498,4,local@600,912,2462
1637052507,2,900,36,9,1,final_v3@600,922,3255,2,final_v3@600,922,3207,3,final_v3@600,922,3237,4,local@600,922,3237
1637049867,9,1000,36,21,1,final_v3@600,1112,3039,2,final_v3@600,1112,3003,3,final_v3@600,1112,2973,4,local@600,1112,2937
1637050386,4,1000,529,21,1,final_v3@600,1112,3209,2,final_v3@600,1112,3117,3,final_v3@600,1112,3105,4,local@600,1112,3409
1637050945,9,1000,429,21,1,final_v3@600,1112,2847,2,final_v3@600,1112,2847,3,final_v3@600,1112,2859,4,local@600,1112,2823
1637051480,3,1000,422,19,1,final_v3@600,1093,3249,2,final_v3@600,1093,3195,3,final_v3@600,1093,3249,4,local@600,1093,3195
1637052031,6,900,835,21,1,final_v3@600,1012,2905,2,final_v3@600,1012,3263,3,final_v3@600,1012,3131,4,local@600,1012,3037
1637049834,7,800,517,21,1,final_v3@600,912,2273,2,final_v3@600,912,3729,3,final_v3@600,912,2961,4,local@600,912,2925
1637050312,10,800,168,15,1,final_v3@600,859,2907,2,final_v3@600,859,2807,3,final_v3@600,859,2879,4,local@600,859,2867
1637050738,10,800,583,15,1,final_v3@600,859,2526,2,final_v3@600,859,2390,3,final_v3@600,859,2462,4,local@600,859,2450
1637051172,3,1000,89,19,1,final_v3@600,1093,3294,2,final_v3@600,1093,3294,3,final_v3@600,1093,3294,4,local@600,1093,3390
1637051717,6,900,567,21,1,final_v3@600,1012,2894,2,final_v3@600,1012,2870,3,final_v3@600,1012,2882,4,local@600,1012,3354
1637052237,9,1000,926,21,1,final_v3@600,1112,3012,2,final_v3@600,1112,3192,3,final_v3@600,1112,3108,4,local@600,1112,3116
1637049861,8,1200,926,21,1,final_v3@600,1312,2830,2,final_v3@600,1312,2874,3,final_v3@600,1312,2962,4,local@600,1312,3054
1637050442,9,1000,856,21,1,final_v3@600,1112,2655,2,final_v3@600,1112,2655,3,final_v3@600,1112,2667,4,local@600,1112,2631
1637050971,4,1000,474,21,1,final_v3@600,1112,3324,2,final_v3@600,1112,3276,3,final_v3@600,1112,3264,4,local@600,1112,3288
1637051577,10,800,838,15,1,final_v3@600,859,2715,2,final_v3@600,859,2615,3,final_v3@600,859,2687,4,local@600,859,2771
1637052001,8,1200,793,21,1,final_v3@600,1312,2616,2,final_v3@600,1312,2784,3,final_v3@600,1312,2742,4,local@600,470,890.4000244140625
1637049850,7,800,829,21,1,final_v3@600,912,2506,2,final_v3@600,912,3486,3,final_v3@600,912,2522,4,local@600,912,2486
1637050336,7,800,919,21,1,final_v3@600,911,2262,2,final_v3@600,911,2790,3,final_v3@600,911,2790,4,local@600,9999,2990
