g_id,g_level,g_maxTick,g_seed,g_size,p1_id,p1_version,p1_lastTick,p1_score,p2_id,p2_version,p2_lastTick,p2_score,p3_id,p3_version,p3_lastTick,p3_score,p4_id,p4_version,p4_lastTick,p4_score
1636903665,3,1000,973,19,1,final_v1@600,1092,2799,2,semifinal@600,1092,2271,3,semifinal@600,1092,2259,4,semifinal@600,1092,2283
1636904215,4,1000,429,21,1,final_v1@600,1112,2796,2,semifinal@600,1112,2220,3,semifinal@600,1112,2308,4,semifinal@600,1112,2356
1636904781,8,1200,574,21,1,final_v1@600,1312,2298,2,semifinal@600,1312,2190,3,semifinal@600,1312,2070,4,semifinal@600,1312,2226
1636905360,8,1200,79,21,1,final_v1@600,1312,2424,2,semifinal@600,1312,2334,3,semifinal@600,1312,2304,4,semifinal@600,1312,2370
1636905946,6,900,737,21,1,final_v1@600,1012,2641,2,semifinal@600,1012,2479,3,semifinal@600,1012,2567,4,semifinal@600,1012,2585
1636906437,9,1000,326,21,1,final_v1@600,1111,2241,2,semifinal@600,1112,2159,3,semifinal@600,1112,2217,4,semifinal@600,1112,2167
1636903636,4,1000,326,21,1,final_v1@600,1112,2827,2,semifinal@600,1112,2119,3,semifinal@600,1112,2215,4,semifinal@600,1112,2375
1636904197,10,800,427,15,1,final_v1@600,859,2189,2,semifinal@600,859,1833,3,semifinal@600,859,1849,4,semifinal@600,859,1809
1636904612,5,850,116,17,1,final_v1@600,924,2062,2,semifinal@600,924,2070,3,semifinal@600,924,2068,4,semifinal@600,924,1960
1636905042,10,800,142,15,1,final_v1@600,859,2042,2,semifinal@600,859,1900,3,semifinal@600,859,2012,4,semifinal@600,859,1906
1636905458,8,1200,886,21,1,final_v1@600,1312,2577,2,semifinal@600,1312,2253,3,semifinal@600,1312,2145,4,semifinal@600,1312,2145
1636903646,7,800,8,21,1,final_v1@600,911,3448,2,semifinal@600,912,2178,3,semifinal@600,912,2184,4,semifinal@600,912,2390
1636904142,8,1200,923,21,1,final_v1@600,1311,2733,2,semifinal@600,1312,2301,3,semifinal@600,1312,2241,4,semifinal@600,1312,2241
1636904741,7,800,418,21,1,final_v1@600,911,3914,2,semifinal@600,912,2162,3,semifinal@600,912,2376,4,semifinal@600,912,2168
1636905274,3,1000,512,19,1,final_v1@600,1092,2680,2,semifinal@600,1093,2028,3,semifinal@600,1093,2052,4,semifinal@600,1093,2108
1636905843,7,800,655,21,1,final_v1@600,912,2868,2,semifinal@600,912,2210,3,semifinal@600,912,2360,4,semifinal@600,912,2138
1636906353,2,900,36,9,1,final_v1@600,9999,2315,2,semifinal@600,920,2319,3,semifinal@600,920,2351,4,semifinal@600,920,2351
1636903643,9,1000,36,21,1,final_v1@600,1112,2323,2,semifinal@600,1112,2285,3,semifinal@600,1112,2371,4,semifinal@600,1112,2297
1636904161,4,1000,529,21,1,final_v1@600,1112,2813,2,semifinal@600,1112,2359,3,semifinal@600,1112,2455,4,semifinal@600,1112,2549
1636904747,9,1000,429,21,1,final_v1@600,1112,2115,2,semifinal@600,1112,2095,3,semifinal@600,1112,2095,4,semifinal@600,1112,2059
1636905275,3,1000,422,19,1,final_v1@600,9999,3112,2,semifinal@600,1091,1844,3,semifinal@600,1091,1868,4,semifinal@600,1091,1924
1636905833,6,900,835,21,1,final_v1@600,1011,2787,2,semifinal@600,1012,2983,3,semifinal@600,1012,2347,4,semifinal@600,1012,2359
1636903672,7,800,517,21,1,final_v1@600,911,3296,2,semifinal@600,911,2076,3,semifinal@600,911,2088,4,semifinal@600,9999,2508
1636904181,10,800,168,15,1,final_v1@600,859,2028,2,semifinal@600,859,2010,3,semifinal@600,859,2076,4,semifinal@600,859,1986
1636904595,10,800,583,15,1,final_v1@600,857,2121,2,semifinal@600,859,1805,3,semifinal@600,859,1865,4,semifinal@600,859,1781
1636905011,3,1000,89,19,1,final_v1@600,1092,2775,2,semifinal@600,1092,2387,3,semifinal@600,1092,2387,4,semifinal@600,1092,2399
1636905560,6,900,567,21,1,final_v1@600,1011,2772,2,semifinal@600,1012,2440,3,semifinal@600,1012,2326,4,semifinal@600,1012,2506
1636906068,9,1000,926,21,1,final_v1@600,1112,2282,2,semifinal@600,1112,2272,3,semifinal@600,1112,2356,4,semifinal@600,1112,2210
1636903635,8,1200,926,21,1,final_v1@600,1311,2541,2,semifinal@600,1312,2509,3,semifinal@600,1312,2401,4,semifinal@600,1312,2401
1636904227,9,1000,856,21,1,final_v1@600,1112,2268,2,semifinal@600,1112,2178,3,semifinal@600,1112,2214,4,semifinal@600,1112,2136
1636904753,4,1000,474,21,1,final_v1@600,1111,2547,2,semifinal@600,1112,1993,3,semifinal@600,1112,2023,4,semifinal@600,1112,2677
1636905333,10,800,838,15,1,final_v1@600,859,2226,2,semifinal@600,859,2004,3,semifinal@600,859,2082,4,semifinal@600,859,1980
1636905748,8,1200,793,21,1,final_v1@600,1312,2493,2,semifinal@600,1312,2253,3,semifinal@600,1312,2241,4,semifinal@600,1312,2241
1636903634,7,800,829,21,1,final_v1@600,911,2972,2,semifinal@600,912,3120,3,semifinal@600,912,2352,4,semifinal@600,912,2236
1636904129,7,800,919,21,1,final_v1@600,912,2998,2,semifinal@600,912,2306,3,semifinal@600,912,2488,4,semifinal@600,912,2360
1636904631,5,850,457,17,1,final_v1@600,9999,2151,2,semifinal@600,923,2133,3,semifinal@600,923,2115,4,semifinal@600,923,2109
1636905059,9,1000,105,21,1,final_v1@600,1112,2157,2,semifinal@600,1112,2001,3,semifinal@600,1112,2055,4,semifinal@600,1112,1971
1636905583,4,1000,700,21,1,final_v1@600,1057,2877,2,semifinal@600,1111,2713,3,semifinal@600,1111,2743,4,semifinal@600,1111,2911
1636906144,6,900,841,21,1,final_v1@600,1011,2997,2,semifinal@600,1012,2309,3,semifinal@600,1012,2103,4,semifinal@600,1012,2195
1636903643,10,800,841,15,1,final_v1@600,859,2105,2,semifinal@600,859,1963,3,semifinal@600,859,2105,4,semifinal@600,859,1939
1636904067,10,800,768,15,1,final_v1@600,857,2016,2,semifinal@600,859,1922,3,semifinal@600,859,1988,4,semifinal@600,859,1898
1636904471,8,1200,154,21,1,final_v1@600,1312,2487,2,semifinal@600,1312,2613,3,semifinal@600,1312,2673,4,semifinal@600,1312,2655
1636905060,6,900,260,21,1,final_v1@600,1011,2805,2,semifinal@600,1012,2527,3,semifinal@600,1012,2165,4,semifinal@600,1012,2115
1636905572,1,600,536,11,1,final_v1@600,9999,1448,2,semifinal@600,632,1548,3,semifinal@600,632,1514,4,semifinal@600,632,1514
1636903629,2,900,981,9,1,final_v1@600,922,2513,2,semifinal@600,922,2613,3,semifinal@600,922,2585,4,semifinal@600,922,2585
1636904032,9,1000,763,21,1,final_v1@600,1112,2200,2,semifinal@600,1112,2152,3,semifinal@600,1112,2102,4,semifinal@600,1112,2078
1636904552,5,850,384,17,1,final_v1@600,923,2016,2,semifinal@600,923,2044,3,semifinal@600,923,2032,4,semifinal@600,923,2044
1636904962,1,600,884,11,1,final_v1@600,633,1497,2,semifinal@600,633,1581,3,semifinal@600,633,1521,4,semifinal@600,633,1521
