g_id,g_level,g_maxTick,g_seed,g_size,p1_id,p1_version,p1_lastTick,p1_score,p2_id,p2_version,p2_lastTick,p2_score,p3_id,p3_version,p3_lastTick,p3_score,p4_id,p4_version,p4_lastTick,p4_score
1637107107,3,1000,973,19,1,final_v2@600,1093,2680,2,final_v3@600,1093,2604,3,final_v4@600,1093,2788,4,local@600,1093,2728
1637107630,4,1000,429,21,1,final_v2@600,516,1121.303955078125,2,final_v3@600,1112,2425,3,final_v4@600,1112,2661,4,local@600,1112,2363
1637108201,8,1200,574,21,1,final_v2@600,1312,2508,2,final_v3@600,1312,2484,3,final_v4@600,1312,2562,4,local@600,1312,2550
1637108761,8,1200,79,21,1,final_v2@600,1312,2313,2,final_v3@600,1312,2601,3,final_v4@600,1312,2565,4,local@600,1312,2625
1637109325,6,900,737,21,1,final_v2@600,508,1597.280029296875,2,final_v3@600,447,1781.52001953125,3,final_v4@600,240,952.4000244140625,4,local@600,9999,2016
1637109607,9,1000,326,21,1,final_v2@600,1111,2155,2,final_v3@600,1112,2245,3,final_v4@600,1112,1887,4,local@600,1112,2009
1637107106,4,1000,326,21,1,final_v2@600,1109,2359,2,final_v3@600,1112,2223,3,final_v4@600,1112,2937,4,local@600,1112,2573
1637107650,10,800,427,15,1,final_v2@600,858,1600,2,final_v3@600,859,1678,3,final_v4@600,859,1674,4,local@600,858,1868
1637108045,5,850,116,17,1,final_v2@600,924,1656,2,final_v3@600,317,821.7035522460938,3,final_v4@600,924,1224,4,local@600,222,469.6094055175781
1637108461,10,800,142,15,1,final_v2@600,859,2375,2,final_v3@600,859,2355,3,final_v4@600,859,2379,4,local@600,859,2647
1637108871,8,1200,886,21,1,final_v2@600,1312,2097,2,final_v3@600,1312,2553,3,final_v4@600,1312,2301,4,local@600,1312,2433
1637107160,7,800,8,21,1,final_v2@600,912,2875,2,final_v3@600,912,2495,3,final_v4@600,379,1593.219970703125,4,local@600,379,1557.219970703125
1637107621,8,1200,923,21,1,final_v2@600,1305,2588,2,final_v3@600,1312,2480,3,final_v4@600,1312,2542,4,local@600,1312,2534
1637108198,7,800,418,21,1,final_v2@600,912,2310,2,final_v3@600,912,3076,3,final_v4@600,912,2706,4,local@600,912,2480
1637108686,3,1000,512,19,1,final_v2@600,1093,2734,2,final_v3@600,1093,2622,3,final_v4@600,1093,2724,4,local@600,1093,2936
1637109213,7,800,655,21,1,final_v2@600,912,1621,2,final_v3@600,912,2555,3,final_v4@600,910,2689,4,local@600,912,2459
1637109678,2,900,36,9,1,final_v2@600,922,2455,2,final_v3@600,922,2387,3,final_v4@600,922,2509,4,local@600,922,2417
1637107143,9,1000,36,21,1,final_v2@600,1112,2368,2,final_v3@600,1112,2400,3,final_v4@600,1112,2350,4,local@600,1112,2398
1637107645,4,1000,529,21,1,final_v2@600,1112,2816,2,final_v3@600,1112,2530,3,final_v4@600,1112,2488,4,local@600,1112,2798
1637108207,9,1000,429,21,1,final_v2@600,1112,2680,2,final_v3@600,1112,2708,3,final_v4@600,1112,2834,4,local@600,1112,2878
1637108730,3,1000,422,19,1,final_v2@600,1093,2270,2,final_v3@600,1093,2414,3,final_v4@600,1093,2426,4,local@600,1093,2742
1637109245,6,900,835,21,1,final_v2@600,719,2020.0400390625,2,final_v3@600,1012,3397,3,final_v4@600,1012,2107,4,local@600,1012,2335
1637107136,7,800,517,21,1,final_v2@600,912,1998,2,final_v3@600,912,3138,3,final_v4@600,912,2506,4,local@600,912,2470
1637107613,10,800,168,15,1,final_v2@600,859,2196,2,final_v3@600,858,2076,3,final_v4@600,858,2056,4,local@600,859,2012
1637108004,10,800,583,15,1,final_v2@600,857,2282,2,final_v3@600,859,2264,3,final_v4@600,859,2288,4,local@600,859,2370
1637108402,3,1000,89,19,1,final_v2@600,1093,2472,2,final_v3@600,1093,2612,3,final_v4@600,1093,2542,4,local@600,1093,2510
1637108920,6,900,567,21,1,final_v2@600,1012,2694,2,final_v3@600,1012,2886,3,final_v4@600,297,931.52001953125,4,local@600,1012,2748
1637109425,9,1000,926,21,1,final_v2@600,1112,2299,2,final_v3@600,1112,2323,3,final_v4@600,1112,2407,4,local@600,1112,2331
1637107152,8,1200,926,21,1,final_v2@600,1312,2532,2,final_v3@600,1312,2508,3,final_v4@600,1312,2634,4,local@600,1312,2766
1637107713,9,1000,856,21,1,final_v2@600,392,816.447998046875,2,final_v3@600,1112,1792,3,final_v4@600,1112,1792,4,local@600,1112,1944
1637108224,4,1000,474,21,1,final_v2@600,1112,2616,2,final_v3@600,1112,2826,3,final_v4@600,509,1531.2960205078125,4,local@600,1112,2760
1637108784,10,800,838,15,1,final_v2@600,859,2338,2,final_v3@600,859,2126,3,final_v4@600,859,2114,4,local@600,859,2350
1637109183,8,1200,793,21,1,final_v2@600,426,687.1199951171875,2,final_v3@600,1312,2628,3,final_v4@600,1312,2634,4,local@600,1312,2718
1637107113,7,800,829,21,1,final_v2@600,912,2269,2,final_v3@600,912,2585,3,final_v4@600,912,2687,4,local@600,912,2615
1637107591,7,800,919,21,1,final_v2@600,910,2092,2,final_v3@600,912,2110,3,final_v4@600,911,2768,4,local@600,912,2554
1637108059,5,850,457,17,1,final_v2@600,924,2655,2,final_v3@600,924,2665,3,final_v4@600,924,2665,4,local@600,924,2647
1637108497,9,1000,105,21,1,final_v2@600,289,656.6160278320312,2,final_v3@600,289,656.6160278320312,3,final_v4@600,1112,1641,4,local@600,1112,1293
1637108993,4,1000,700,21,1,final_v2@600,1112,2873,2,final_v3@600,1112,2697,3,final_v4@600,1112,2799,4,local@600,1112,2755
1637109534,6,900,841,21,1,final_v2@600,1011,2616,2,final_v3@600,1011,2526,3,final_v4@600,135,351.6000061035156,4,local@600,9999,3180
1637107166,10,800,841,15,1,final_v2@600,859,2475,2,final_v3@600,859,2397,3,final_v4@600,859,2457,4,local@600,859,2583
1637107567,10,800,768,15,1,final_v2@600,857,2414,2,final_v3@600,859,2094,3,final_v4@600,859,2202,4,local@600,859,2302
1637107959,8,1200,154,21,1,final_v2@600,886,1186.3199462890625,2,final_v3@600,1312,2208,3,final_v4@600,1312,2406,4,local@600,1312,2322
1637108534,6,900,260,21,1,final_v2@600,403,1510.47998046875,2,final_v3@600,1012,2522,3,final_v4@600,135,351.6000061035156,4,local@600,1012,2594
1637109030,1,600,536,11,1,final_v2@600,633,1678,2,final_v3@600,633,1688,3,final_v4@600,633,1570,4,local@600,633,1580
1637107120,2,900,981,9,1,final_v2@600,922,2859,2,final_v3@600,922,2811,3,final_v4@600,922,2739,4,local@600,922,2775
