g_id,g_level,g_maxTick,g_seed,g_size,p1_id,p1_version,p1_lastTick,p1_score,p2_id,p2_version,p2_lastTick,p2_score,p3_id,p3_version,p3_lastTick,p3_score,p4_id,p4_version,p4_lastTick,p4_score
1637334161,7,800,422,21,1,local@150,441,2022.3800048828125,2,local@150,407,1952.260009765625,3,final_v7b@150,258,889.4400024414062,4,final_v7b@150,441,1826.3800048828125
1637334235,10,800,835,15,1,local@150,261,732.97998046875,2,local@150,9999,1142,3,final_v7b@150,245,406.1000061035156,4,final_v7b@150,245,322.1000061035156
1637334280,10,800,658,15,1,local@150,857,1368,2,local@150,857,1302,3,final_v7b@150,735,1512.300048828125,4,final_v7b@150,735,1446.300048828125
