g_id,g_level,g_maxTick,g_seed,g_size,p1_id,p1_version,p1_lastTick,p1_score,p2_id,p2_version,p2_lastTick,p2_score,p3_id,p3_version,p3_lastTick,p3_score,p4_id,p4_version,p4_lastTick,p4_score
1637246050,8,1200,926,21,1,final_v3@600,878,1707.3599853515625,2,final_v4@600,639,870.6799926757812,3,final_v5@600,1312,2454,4,local@600,1312,2350
1637246610,9,1000,856,21,1,final_v3@600,1112,1984,2,final_v4@600,1112,1972,3,final_v5@600,1112,2118,4,local@600,1112,2034
1637247110,4,1000,474,21,1,final_v3@600,1112,3014,2,final_v4@600,146,453.02398681640625,3,final_v5@600,1112,3334,4,local@600,1112,2932
1637247657,10,800,838,15,1,final_v3@600,561,1380.97998046875,2,final_v4@600,858,1632,3,final_v5@600,9999,1780,4,local@600,858,1896
1637248057,8,1200,793,21,1,final_v3@600,1312,2298,2,final_v4@600,1311,2250,3,final_v5@600,1312,2654,4,local@600,1312,2526
