g_id,g_level,g_maxTick,g_seed,g_size,p1_id,p1_version,p1_lastTick,p1_score,p2_id,p2_version,p2_lastTick,p2_score,p3_id,p3_version,p3_lastTick,p3_score,p4_id,p4_version,p4_lastTick,p4_score
1637176603,4,1000,326,21,1,final_v2@600,596,1746.823974609375,2,final_v3@600,1112,2675,3,final_v4@600,1112,2183,4,local@600,1112,2449
1637177157,10,800,427,15,1,final_v2@600,857,1481,2,final_v3@600,336,995.47998046875,3,final_v4@600,336,1055.47998046875,4,local@600,9999,2073
1637177551,5,850,116,17,1,final_v2@600,586,1462.2752685546875,2,final_v3@600,923,1829,3,final_v4@600,923,1893,4,local@600,9999,1923
1637177979,10,800,142,15,1,final_v2@600,857,1979,2,final_v3@600,858,1935,3,final_v4@600,858,1959,4,local@600,9999,2355
1637178387,8,1200,886,21,1,final_v2@600,378,735.3599853515625,2,final_v3@600,1312,2202,3,final_v4@600,1312,2310,4,local@600,1312,2366
